,Species,AssociatedMedia,UnitID
101,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0197_d.JPG,19N0197_d.jpg
102,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0198_d.JPG,19N0198_d.jpg
103,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0199_d.JPG,19N0199_d.jpg
104,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0200_d.JPG,19N0200_d.jpg
105,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0201_d.JPG,19N0201_d.jpg
106,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0202_d.JPG,19N0202_d.jpg
107,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0203_d.JPG,19N0203_d.jpg
108,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0204_d.JPG,19N0204_d.jpg
109,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0210_d.JPG,19N0210_d.jpg
110,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0211_d.JPG,19N0211_d.jpg
111,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0213_d.JPG,19N0213_d.jpg
112,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0214_d.JPG,19N0214_d.jpg
113,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0215_d.JPG,19N0215_d.jpg
114,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0216_d.JPG,19N0216_d.jpg
115,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0219_d.JPG,19N0219_d.jpg
116,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0220_d.JPG,19N0220_d.jpg
117,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0221_d.JPG,19N0221_d.jpg
118,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0222_d.JPG,19N0222_d.jpg
119,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0223_d.JPG,19N0223_d.jpg
120,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0224_d.JPG,19N0224_d.jpg
121,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0228_d.JPG,19N0228_d.jpg
122,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0236_d.JPG,19N0236_d.jpg
123,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0238_d.JPG,19N0238_d.jpg
124,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0239_d.JPG,19N0239_d.jpg
125,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0240_d.JPG,19N0240_d.jpg
126,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0241_d.JPG,19N0241_d.jpg
127,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0245_d.JPG,19N0245_d.jpg
128,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0250_d.JPG,19N0250_d.jpg
129,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0252_d.JPG,19N0252_d.jpg
130,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0253_d.JPG,19N0253_d.jpg
131,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0254_d.JPG,19N0254_d.jpg
132,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0256_d.JPG,19N0256_d.jpg
133,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0258_d.JPG,19N0258_d.jpg
134,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0263_d.JPG,19N0263_d.jpg
135,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0264_d.JPG,19N0264_d.jpg
136,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0265_d.JPG,19N0265_d.jpg
137,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0266_d.JPG,19N0266_d.jpg
138,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0268_d.JPG,19N0268_d.jpg
139,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0269_d.JPG,19N0269_d.jpg
140,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0270_d.JPG,19N0270_d.jpg
141,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0271_d.JPG,19N0271_d.jpg
142,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0272_d.JPG,19N0272_d.jpg
143,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0273_d.JPG,19N0273_d.jpg
144,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0274_d.JPG,19N0274_d.jpg
145,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0276_d.JPG,19N0276_d.jpg
146,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0277_d.JPG,19N0277_d.jpg
147,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0282_d.JPG,19N0282_d.jpg
148,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0283_d.JPG,19N0283_d.jpg
149,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0284_d.JPG,19N0284_d.jpg
150,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0285_d.JPG,19N0285_d.jpg
151,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0287_d.JPG,19N0287_d.jpg
152,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0295_d.JPG,19N0295_d.jpg
153,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0296_d.JPG,19N0296_d.jpg
154,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0297_d.JPG,19N0297_d.jpg
155,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0303_d.JPG,19N0303_d.jpg
156,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0305_d.JPG,19N0305_d.jpg
157,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0308_d.JPG,19N0308_d.jpg
158,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0309_d.JPG,19N0309_d.jpg
159,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0318_d.JPG,19N0318_d.jpg
160,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0320_d.JPG,19N0320_d.jpg
161,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0326_d.JPG,19N0326_d.jpg
162,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0331_d.JPG,19N0331_d.jpg
163,Heliconius erato ssp. erato,https://zenodo.org/record/4288311/files/19N0332_d.JPG,19N0332_d.jpg
164,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0334_d.JPG,19N0334_d.jpg
165,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0346_d.JPG,19N0346_d.jpg
166,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0371_d.JPG,19N0371_d.jpg
167,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0373_d.JPG,19N0373_d.jpg
168,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0374_d.JPG,19N0374_d.jpg
169,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0375_d.JPG,19N0375_d.jpg
170,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0376_d.JPG,19N0376_d.jpg
171,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0404_d.JPG,19N0404_d.jpg
172,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0405_d.JPG,19N0405_d.jpg
173,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0406_d.JPG,19N0406_d.jpg
174,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0412_d.JPG,19N0412_d.jpg
175,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0413_d.JPG,19N0413_d.jpg
176,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0414_d.JPG,19N0414_d.jpg
177,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0434_d.JPG,19N0434_d.jpg
178,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0435_d.JPG,19N0435_d.jpg
179,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0436_d.JPG,19N0436_d.jpg
180,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0440_d.JPG,19N0440_d.jpg
181,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0464_d.JPG,19N0464_d.jpg
182,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0465_d.JPG,19N0465_d.jpg
183,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0474_d.JPG,19N0474_d.jpg
184,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0475_d.JPG,19N0475_d.jpg
185,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0476_d.JPG,19N0476_d.jpg
186,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0477_d.JPG,19N0477_d.jpg
187,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0478_d.JPG,19N0478_d.jpg
188,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0479_d.JPG,19N0479_d.jpg
189,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0480_d.JPG,19N0480_d.jpg
190,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0482_d.JPG,19N0482_d.jpg
191,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0487_d.JPG,19N0487_d.jpg
192,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0488_d.JPG,19N0488_d.jpg
193,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0489_d.JPG,19N0489_d.jpg
194,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0491_d.JPG,19N0491_d.jpg
195,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0492_d.JPG,19N0492_d.jpg
196,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0493_d.JPG,19N0493_d.jpg
197,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0494_d.JPG,19N0494_d.jpg
198,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0495_d.JPG,19N0495_d.jpg
199,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0503_d.JPG,19N0503_d.jpg
200,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0509_d.JPG,19N0509_d.jpg
201,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0513_d.JPG,19N0513_d.jpg
202,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0521_d.JPG,19N0521_d.jpg
203,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0522_d.JPG,19N0522_d.jpg
204,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0527_d.JPG,19N0527_d.jpg
205,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0540_d.JPG,19N0540_d.jpg
206,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0541_d.JPG,19N0541_d.jpg
207,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0553_d.JPG,19N0553_d.jpg
208,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0573_d.JPG,19N0573_d.jpg
209,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0574_d.JPG,19N0574_d.jpg
210,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0587_d.JPG,19N0587_d.jpg
211,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0629_d.JPG,19N0629_d.jpg
212,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0634_d.JPG,19N0634_d.jpg
213,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0661_d.JPG,19N0661_d.jpg
214,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0665_d.JPG,19N0665_d.jpg
215,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0670_d.JPG,19N0670_d.jpg
216,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0685_d.JPG,19N0685_d.jpg
217,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0694_d.JPG,19N0694_d.jpg
218,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0695_d.JPG,19N0695_d.jpg
219,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0699_d.JPG,19N0699_d.jpg
220,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0702_d.JPG,19N0702_d.jpg
221,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0737_d.JPG,19N0737_d.jpg
222,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0739_d.JPG,19N0739_d.jpg
223,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0775_d.JPG,19N0775_d.jpg
224,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0788_d.JPG,19N0788_d.jpg
225,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0807_d.JPG,19N0807_d.jpg
226,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0810_d.JPG,19N0810_d.jpg
227,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0811_d.JPG,19N0811_d.jpg
228,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0814_d.JPG,19N0814_d.jpg
229,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0815_d.JPG,19N0815_d.jpg
230,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0834_d.JPG,19N0834_d.jpg
231,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0835_d.JPG,19N0835_d.jpg
232,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0836_d.JPG,19N0836_d.jpg
233,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0837_d.JPG,19N0837_d.jpg
234,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0847_d.JPG,19N0847_d.jpg
235,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0860_d.JPG,19N0860_d.jpg
236,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0861_d.JPG,19N0861_d.jpg
237,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0862_d.JPG,19N0862_d.jpg
238,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0865_d.JPG,19N0865_d.jpg
239,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0869_d.JPG,19N0869_d.jpg
240,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0870_d.JPG,19N0870_d.jpg
241,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0871_d.JPG,19N0871_d.jpg
242,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0887_d.JPG,19N0887_d.jpg
243,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0888_d.JPG,19N0888_d.jpg
244,Heliconius erato ssp. lativitta,https://zenodo.org/record/4288311/files/19N0898_d.JPG,19N0898_d.jpg
